id,name,height,date_of_birth
nm0131969,Brandon Camp,,1971
nm0000849,Javier Bardem,181,1969-03-01
nm0132257,Bruce Campbell,200,1958-06-22
nm0000851,Lex Barker,193,1919-05-08
nm0133326,Sebastián Lelio,200,1974-03-08
nm0000855,Raymond J. Barry,184,1939-03-14
nm0133836,Séverine Caneele,,1974-05-10
nm0000859,Lionel Barrymore,183,1878-04-28
nm0133966,Carmine Cangialosi,200,
nm0000860,Paul Bartel,,1938-08-06
nm0133981,João Canijo,,1957
nm0000865,Richard Basehart,175,1914-08-31
nm0134112,Jordan Canning,,1982-08-03
nm0000866,Saul Bass,,1920-05-08
nm0136641,Isabel Cardoso,,
nm0000867,Jason Bateman,180,1969-01-14
nm0136985,Kristin Carey,200,1969-10-02
nm0000869,Alan Bates,175,1934-02-17
nm0137141,Zoe Carides,,1962-02-19
nm0000871,Randall Batinkoff,193,1968-10-16
nm0137228,Christian Carion,,1963-01-04
nm0000876,Noah Baumbach,175,1969-09-03
nm0137728,José Carlos Ruiz,,1936-11-17
nm0000882,Nathalie Baye,168,1948-07-06
nm0138007,Ron Carlson,,
nm0000884,Jennifer Beals,173,1963-12-19
nm0138260,Antonio Carluccio,,1937-04-19
nm0000889,Bonnie Bedelia,163,1948-03-25
nm0138329,Sally Carman,200,
nm0000893,Ed Begley Jr.,193,1949-09-16
nm0139528,Renato Carpentieri,,1943-04-02
nm0000894,Jean-Jacques Beineix,,1946-10-08
nm0142634,Oliver Cary,,1973
nm0000898,Kathleen Beller,159,1956-02-19
nm0142677,Pedro Casablanc,,1963-04-17
nm0000899,Monica Bellucci,171,1964-09-30
nm0142685,Jean-François Casabonne,,
nm0142972,Amira Casar,200,1971-05-01
nm0144519,Cristina Castaño,200,1978-10-30
nm0000916,Peter Berg,185,1964-03-11
nm0147003,Sebastian Cavazza,200,1973-03-19
nm0000917,Polly Bergen,165,1930-07-14
nm0147010,Caroline Cave,,1974-01-25
nm0000918,Helmut Berger,184,1944-05-29
nm0147147,Henry Cavill,200,1983-05-05
nm0000929,Corbin Bernsen,180,1954-09-07
nm0148053,Serge Ioan Celebidachi,,1968-06-19
nm0000932,Halle Berry,166,1966-08-14
nm0148062,Hikmet Çelik,,
nm0000935,Bibi Besch,165,1942-02-01
nm0148443,Barbara Cerar,,1971
nm0000936,Martine Beswick,168,1941-09-26
nm0148482,Massimiliano Cerchi,200,
nm0000941,Kathryn Bigelow,182,1951-11-27
nm0148516,Aleksey Serebryakov,200,1964-06-03
nm0000946,Whit Bissell,173,1909-10-25
nm0148629,Emanuele Cerman,200,1976-07-09
nm0000949,Cate Blanchett,174,1969-05-14
nm0149131,Kamil Cetin,,
nm0149142,Meral Çetinkaya,,1945
nm0000958,John Boorman,173,1933-01-18
nm0149491,Justin Chadwick,,1968-12-01
nm0000960,Barry Bostwick,193,1945-02-24
nm0149628,Paul Chahidi,,
nm0000962,Carole Bouquet,173,1957-08-18
nm0150689,Beth Champion,,1969
nm0000965,Danny Boyle,182,1956-10-20
nm0151419,Kyle Chandler,200,1965-09-17
nm0151755,Kuo-Chu Chang,,1948-10-17
nm0000977,Beau Bridges,179,1941-12-09
nm0151790,Pen-yu Chang,,1976-01-27
nm0000978,Lloyd Bridges,182,1913-01-15
nm0151827,Sylvia Chang,200,1953-07-22
nm0000979,Wilford Brimley,173,1934-09-27
nm0152526,Steven Curtis Chapman,200,1962-11-21
nm0000980,Jim Broadbent,188,1949-05-24
nm0152638,Dave Chappelle,200,1973-08-24
nm0000981,James Brolin,191,1940-07-18
nm0152640,Joe Chappelle,,
nm0154055,Étienne Chatiliez,,1952-06-17
nm0000991,Geneviève Bujold,163,1942-07-01
nm0154653,Bhoomika Chawla,200,1978-08-21
nm0000995,Ellen Burstyn,170,1932-12-07
nm0154716,Stephen Chbosky,,1970-01-25
nm0000997,Gary Busey,182,1944-06-29
nm0155093,Peter Chelsom,,1956-04-20
nm0000998,Jake Busey,191,1971-06-15
nm0155127,André Chemetoff,,
nm0001002,Dean Cain,182,1966-07-31
nm0155166,Camille Chen,200,1979-09-01
nm0001015,Robert Carlyle,170,1961-04-14
nm0155446,Yu-Hsun Chen,,1962
nm0001021,Veronica Cartwright,168,1949-04-20
nm0155683,Chad Chenouga,,1962-05-01
nm0001022,Dana Carvey,173,1955-06-02
nm0155940,Denis Chernov,,
nm0001024,Nick Cassavetes,198,1959-05-21
nm0155992,Andrey Chernyshov,,
nm0001029,Jim Caviezel,187,1968-09-26
nm0156492,Julian Cheung,200,1971-08-27
nm0001035,Ben Chaplin,180,1970-07-31
nm0156533,Nick Cheung,200,1967-12-02
nm0001036,Geraldine Chaplin,165,1944-07-31
nm0157266,Philip Chidel,,1967-06-29
nm0001040,Joan Chen,163,1961-04-26
nm0157759,Kar Lok Chin,200,1965-08-06
nm0001044,Rae Dawn Chong,173,1961-02-28
nm0158372,Angelica Cassidy,200,1986-10-09
nm0001047,Michael Cimino,165,1939-02-03
nm0158427,Derek Chiu,,1961
nm0001050,Montgomery Clift,178,1920-10-17
nm0159039,Felix Chong,,1968-01-01
nm0159106,Darren E. Scott,,1972-05-30
nm0159907,Stine Fischer Christensen,,1985-02-03
nm0001074,Ronny Cox,188,1938-07-23
nm0160621,Scott Christopher,200,1967-01-13
nm0001082,Billy Crudup,174,1968-07-08
nm0161330,Cindy Chupack,,
nm0001084,Ice Cube,173,1969-06-15
nm0163022,Jean-Paul Civeyrac,,1964-12-24
nm0001085,Kieran Culkin,170,1982-09-30
nm0163052,Tauras Cizas,,1964-05-18
nm0001086,Alan Cumming,178,1965-01-27
nm0163510,Jillian Clare,200,1992-07-25
nm0001095,Béatrice Dalle,170,1964-12-19
nm0164809,Jason Clarke,200,1969-07-17
nm0001097,Charles Dance,191,1946-10-10
nm0164929,Noel Clarke,200,1975-12-06
nm0001100,Blythe Danner,170,1943-02-03
nm0165866,Noel Cleary,,
nm0001102,Joe Dante,166,1946-11-28
nm0166438,Laure de Clermont-Tonnerre,,
nm0001107,Stacey Dash,165,1967-01-20
nm0169677,Paula Cohen,,1974-04-11
nm0001117,Bruce Davison,185,1946-06-28
nm0169828,Yaacov Cohen,,1958-09-27
nm0001121,Brandon De Wilde,174,1942-04-09
nm0170402,Michael Coldewey,,
nm0001125,Benicio Del Toro,188,1967-02-19
nm0171825,Eric Colley,,1971-12-21
nm0001130,Ted Demme,183,1963-10-26
nm0172016,Len Collin,,
nm0001131,Patrick Dempsey,179,1966-01-13
nm0172259,David Collins,,
nm0001132,Judi Dench,155,1934-12-09
nm0172718,Tom Collins,,
nm0001134,Bob Denver,173,1935-01-09
nm0173003,Vincent Colombe,,
nm0001136,Bruce Dern,183,1936-06-04
nm0173062,Juan Carlos Colombo,,
nm0001143,Kevin Dillon,175,1965-08-19
nm0173541,Etienne Comar,,
nm0001147,Shannen Doherty,163,1971-04-12
nm0174403,Kerry Condon,200,1983-01-04
nm0001151,Stephen Dorff,173,1973-07-29
nm0174555,Marina Confalone,,1951-06-02
nm0001152,Illeana Douglas,174,1965-07-25
nm0174983,Gaelan Connell,,1989-05-19
nm0001156,Olympia Dukakis,160,1931-06-20
nm0175931,Anne Consigny,,1963-05-25
nm0001168,Bob Dylan,171,1941-05-24
nm0176496,Ernesto Contreras,,1969-10-17
nm0001169,George Dzundza,177,1945-07-19
nm0177742,Peter Coonan,,
nm0001175,Blake Edwards,178,1922-07-26
nm0178376,Scott Cooper,,1970
nm0001177,Chris Eigeman,,1965-03-01
nm0178509,Robert Coote,200,1909-02-04
nm0001179,Anita Ekberg,169,1931-09-29
nm0178833,Tyler Coppin,200,1956-11-09
nm0001191,Adam Sandler,177,1966-09-09
nm0179479,James Corden,200,1978-08-22
nm0179880,Nick Corirossi,200,1987-01-09
nm0001199,Dennis Farina,183,1944-02-29
nm0180411,Abbie Cornish,200,1982-08-07
nm0001200,Gary Farmer,189,1953-06-12
nm0180428,Joe Cornish,200,1968-12-20
nm0001209,William Fichtner,184,1956-11-27
nm0180508,Stephen Cornwell,,
nm0001212,Joseph Fiennes,183,1970-05-27
nm0180985,Kieran Corrigan,,
nm0001217,Fionnula Flanagan,157,1941-12-10
nm0181117,Catherine Corsini,,1956-05-18
nm0001218,Sean Patrick Flanery,180,1965-10-11
nm0181246,Paola Cortellesi,200,1973-11-24
nm0181613,Sandra Corveloni,,1965
nm0001231,Claire Forlani,166,1971-12-17
nm0181903,Panos Cosmatos,,
nm0001233,Robert Forster,177,1941-07-13
nm0182276,Pedro Costa,200,1958-12-30
nm0001235,William Forsythe,183,1955-06-07
nm0187373,Alessio Cremonini,,
nm0001240,Dennis Franz,178,1944-10-28
nm0187680,Carl Crew,200,
nm0001241,Stephen Frears,170,1941-06-20
nm0189164,Gary Cross,,
nm0001242,Matt Frewer,191,1958-01-04
nm0190859,Alfonso Cuarón,200,1961-11-28
nm0001244,Sadie Frost,161,1965-06-19
nm0190866,Emmanuelle Cuau,,
nm0001250,Charlotte Gainsbourg,173,1971-07-21
nm0191242,Mike Cuff,,
nm0001251,Peter Gallagher,175,1955-08-19
nm0191258,Robert Cuffley,,
nm0001252,Vincent Gallo,180,1961-04-11
nm0191442,Brett Cullen,200,1956-08-26
nm0001277,Scott Glenn,183,1939-01-26
nm0192289,David L. Cunningham,,1971-02-24
nm0001278,John Glover,183,1944-08-07
nm0192845,John Curran,,1960-09-11
nm0001283,Louis Gossett Jr.,189,1936-05-27
nm0192889,Tony Curran,200,1969-12-13
nm0001285,Elliott Gould,191,1938-08-29
nm0193135,Stephen Curry,,1976
nm0001287,Heather Graham,171,1970-01-29
nm0193508,Simon Curtis,200,1960-03-11
nm0001289,Stewart Granger,188,1913-05-06
nm0194125,Svetlana Cvetko,,
nm0195264,Frank D Angelo,200,
nm0001291,Rupert Graves,180,1963-06-30
nm0195439,James D Arcy,200,1975-08-24
nm0196230,Eric da Silva,200,
nm0001298,Richard Grieco,178,1965-03-23
nm0197855,John Francis Daley,200,1985-07-20
nm0001299,Thomas Ian Griffith,193,1962-03-18
nm0198737,Carol Damgen,200,
nm0001303,Carla Gugino,165,1971-08-29
nm0198804,Nick Damici,,
nm0001307,Stacy Haiduk,170,1968-04-24
nm0199807,Kathryn Danielle,,
nm0001314,John Hannah,178,1962-04-23
nm0201965,Damon Dash,200,1971-05-03
nm0001324,Ian Hart,172,1964-10-08
nm0202036,Peter Daskaloff,,
nm0001326,Josh Hartnett,190,1978-07-21
nm0204322,Cassi Davis,,1964-07-31
nm0204583,Essie Davis,200,1970
nm0001331,Todd Haynes,178,1961-01-02
nm0204628,Garth Davis,200,
nm0001333,Susan Hayward,160,1917-06-30
nm0205063,Lucy Davis,200,1973-02-17
nm0001334,John Heard,176,1946-03-07
nm0205626,Viola Davis,200,1965-08-11
nm0001341,Florence Henderson,160,1934-02-14
nm0205827,Abolhassan Davoodi,,
nm0001348,Werner Herzog,183,1942-09-05
nm0206257,Rosario Dawson,200,1979-05-09
nm0001352,Terence Hill,182,1939-03-29
nm0206359,Charlie Day,200,1976-02-09
nm0001354,Ciarán Hinds,183,1953-02-09
nm0206372,Darren Day,200,1968-07-17
nm0001355,Michael Hoffman,,1956-11-30
nm0206760,Jonathan Dayton,,1957-07-07
nm0001367,C. Thomas Howell,178,1966-12-07
nm0207218,Isaach De Bankolé,200,1957-08-12
nm0001375,Kim Hunter,161,1922-11-12
nm0209373,Barrington De La Roche,,
nm0209409,Antonio de la Torre,,1968-01-18
nm0001378,Anjelica Huston,178,1951-07-08
nm0210941,Miranda de Pencier,,1968-08-20
nm0001379,John Huston,188,1906-08-05
nm0210948,Thierry de Peretti,,
nm0001394,Derek Jacobi,178,1938-10-22
nm0211770,Eucir de Souza,,1970-05-24
nm0001396,Mick Jagger,178,1943-07-26
nm0211879,Koen De Sutter,,1966-04-07
nm0001401,Angelina Jolie,169,1975-06-04
nm0211920,Marina de Tavira,200,1974
nm0001406,Carol Kane,157,1952-06-18
nm0212016,Marijn De Valck,,1951-03-16
nm0001408,Shekhar Kapur,,1945-12-06
nm0212814,Jerry Dean,,
nm0001413,Julie Kavner,170,1950-09-07
nm0213424,Benoît Debie,,
nm0213450,Dean DeBlois,200,1970-06-07
nm0001422,Persis Khambatta,171,1948-10-02
nm0214860,Raffaello Degruttola,200,
nm0215269,Fred Dekker,,1959-04-09
nm0001425,Krzysztof Kieslowski,184,1941-06-27
nm0215299,Steven S. DeKnight,,
nm0001426,Ben Kingsley,173,1943-12-31
nm0216322,Christian Calloway,200,
nm0001427,Greg Kinnear,178,1963-06-17
nm0216466,Lea DeLaria,200,1958-05-23
nm0001429,Takeshi Kitano,165,1947-01-18
nm0216816,Emilie Deleuze,,1964-05-07
nm0001431,Wayne Knight,170,1955-08-07
nm0216858,Sergio Delfino,,
nm0001432,Charlie Korsmo,174,1978-07-20
nm0217231,Debra De Liso,200,1956-05-03
nm0001433,Yaphet Kotto,190,1939-11-15
nm0217763,Guillaume DeLouche,,1973
nm0001435,Lisa Kudrow,173,1963-07-30
nm0217822,Richard DeManincor,200,
nm0001437,Emir Kusturica,191,1954-11-24
nm0218318,William DeMeo,,1971-07-20
nm0001444,Lorenzo Lamas,187,1958-01-20
nm0218533,Füsun Demirel,200,1958
nm0001447,Nathan Lane,169,1956-02-03
nm0219136,Claire Denis,,1946-04-21
nm0001449,Frank Langella,191,1938-01-01
nm0219292,David Denman,200,1973-07-25
nm0001453,Piper Laurie,164,1932-01-22
nm0219329,Ned Dennehy,200,
nm0219775,Rhonda Dent,200,1978-08-18
nm0001458,Cloris Leachman,166,1926-04-30
nm0219838,Jeff Denton,200,
nm0219967,Bobby Deol,200,1969-01-27
nm0001461,Virginie Ledoyen,166,1976-11-15
nm0220240,Eugenio Derbez,200,1962-09-02
nm0001475,John Lithgow,193,1945-10-19
nm0220706,Jacob Derwig,,1969-07-15
nm0001477,Robyn Lively,173,1972-02-07
nm0221711,Antoine Desrosières,,1971-02-25
nm0001478,June Lockhart,165,1925-06-25
nm0222143,Mukul Dev,,1970-11-30
nm0001481,Tina Louise,174,1934-02-11
nm0222181,Devan,,
nm0001484,Jon Lovitz,176,1957-07-21
nm0223521,Anil Dhawan,,
nm0001490,Adrian Lyne,,1941-03-04
nm0224007,John DiMaggio,200,1968-09-04
nm0001491,Melanie Lynskey,170,1977-05-16
nm0224801,Yi nan Diao,,1969
nm0001492,Kyle MacLachlan,183,1959-02-22
nm0225010,Lav Diaz,,1958-12-30
nm0001505,Joe Mantegna,182,1947-11-13
nm0226151,Saskia Diesing,,1972
nm0001525,John C. McGinley,185,1959-08-03
nm0226210,Marsha Dietlein,,1965-08-01
nm0001526,Patrick McGoohan,187,1928-03-19
nm0226214,Claes Dietmann,,
nm0001528,Don McKellar,178,1963-08-17
nm0226820,Stephen Dillane,200,1957-03-27
nm0001530,William McNamara,178,1965-03-31
nm0227625,Sheng Ding,,
nm0001538,Jonny Lee Miller,177,1972-11-15
nm0227657,Martin Dingle Wall,,1971-07-22
nm0001542,Jay Mohr,175,1970-08-23
nm0227759,Peter Dinklage,200,1969-06-11
nm0001556,David Morse,193,1953-10-11
nm0229054,Gábor Dióssy,,1954
nm0001564,Bebe Neuwirth,163,1958-12-31
nm0229139,Abel Jafri,200,
nm0001575,Tatum O Neal,170,1963-11-05
nm0233078,Brett Donowho,,
nm0001576,Heather O Rourke,142,1975-12-27
nm0233304,Mike Dopud,200,1968-06-10
nm0001578,Annette O Toole,163,1952-04-01
nm0235426,Behzad Dorani,,
nm0001584,Miranda Otto,165,1967-12-16
nm0236043,Thomas Downey,200,1969-05-11
nm0001590,Chazz Palminteri,189,1952-05-15
nm0236816,Joséphine Draï,,
nm0001591,Bruce Paltrow,187,1943-11-26
nm0238186,Brigitte Drodtloff,,1959-02-03
nm0001592,Joe Pantoliano,176,1951-09-12
nm0239477,Tristan Dubois,,
nm0001595,Michael Paré,185,1958-10-09
nm0239498,Franck Dubosc,200,1963-11-07
nm0001598,Robert Patrick,180,1958-11-05
nm0239575,Martin Dubreuil,,
nm0001601,David Paymer,170,1954-08-30
nm0240196,Michael Dudok de Wit,,1953-07-15
nm0001602,Guy Pearce,179,1967-10-05
nm0240995,Christian Duguay,,1957
nm0001604,Nia Peeples,157,1961-12-10
nm0241039,Claude Duhamel,,1970
nm0001608,Barry Pepper,178,1970-04-04
nm0241049,Josh Duhamel,200,1972-11-14
nm0001617,Lou Diamond Phillips,180,1962-02-17
nm0241738,Uldis Dumpis,200,1943-10-03
nm0001618,Joaquin Phoenix,173,1974-10-28
nm0242050,Michelle Duncan,200,1978-04-14
nm0001621,Bronson Pinchot,175,1959-05-20
nm0243355,Albert Dupontel,200,1964-01-11
nm0001625,Amanda Plummer,163,1957-03-23
nm0243659,Nihat Durak,,
nm0244378,Xavier Durringer,,1963-12-01
nm0001629,Kevin Pollak,165,1957-10-30
nm0244459,Pau Durà,,1972
nm0001632,Teri Polo,170,1969-06-01
nm0244460,Antonio Durán  Morris ,,1959
nm0001633,Annie Potts,160,1952-10-28
nm0244784,Christophe Duthuron,,
nm0001638,Jürgen Prochnow,182,1941-06-10
nm0245361,Sergei Dvortsevoy,,1962-08-18
nm0001641,Vincent Perez,182,1964-06-10
nm0245543,Terri Dwyer,,1973
nm0001642,Randy Quaid,196,1950-10-01
nm0245677,Christian Dyekjær,,1971-06-05
nm0001644,Aidan Quinn,183,1959-03-08
nm0245699,Clint Dyer,,1968-11-04
nm0001646,Ted Raimi,183,1965-12-14
nm0245815,Agnieszka Dygant,,1973-03-27
nm0001648,Charlotte Rampling,169,1946-02-05
nm0245988,Trine Dyrholm,200,1972-04-15
nm0001649,Anne Ramsey,163,1929-03-27
nm0246037,Jeremy Dyson,,1966-06-14
nm0001652,John Ratzenberger,177,1947-04-06
nm0247363,Brenton Earley,,
nm0001657,Oliver Reed,180,1938-02-13
nm0248401,Arantxa Echevarría,,
nm0001662,Judge Reinhold,185,1957-05-21
nm0249210,Justin Edgar,200,1971-08-18
nm0001663,Paul Reiser,178,1957-03-30
nm0249291,Joel Edgerton,200,1974-06-23
nm0250940,Peter Eggers,,1980-01-14
nm0001669,Miranda Richardson,165,1958-03-03
nm0251490,Brett Eichenberger,,1975-12-29
nm0001674,Chris Rock,178,1965-02-07
nm0251774,Fernando Eimbcke,,1970
nm0001678,Roy Rogers,179,1911-11-05
nm0252961,Idris Elba,200,1972-09-06
nm0001679,Mark Rolston,180,1956-12-07
nm0253107,Michael G. Kehoe,200,1958-11-11
nm0001684,Katharine Ross,160,1940-01-29
nm0253125,Kathy Eldon,,
nm0001686,Cynthia Rothrock,160,1957-03-08
nm0253685,Richard Elis,,1975
nm0001691,Geoffrey Rush,182,1951-07-06
nm0257102,Judith Engel,200,1969-11-15
nm0001696,Julian Sands,180,1958-01-04
nm0258221,Ildikó Enyedi,,1955-11-15
nm0001698,John Savage,177,1949-08-25
nm0259472,Altan Erkekli,200,1955
nm0001701,Devon Sawa,178,1978-09-07
nm0265492,Craig Fairbrass,200,1964
nm0001703,Maximilian Schell,180,1930-12-08
nm0265973,Carlos Falcone,,
nm0001706,Michael Schoeffling,183,1960-12-10
nm0266255,Jun Falkenstein,,1969-05-07
nm0266441,Siobhan Fallon Hogan,,1961-05-13
nm0001711,Annabella Sciorra,163,1960-03-29
nm0267042,Golshifteh Farahani,200,1983-07-10
nm0001718,Kyra Sedgwick,165,1965-08-19
nm0267287,Coralie Fargeat,,
nm0001721,Chloë Sevigny,173,1974-11-18
nm0267512,Valerie Faris,,1958-10-20
nm0001722,Rufus Sewell,183,1967-10-29
nm0267785,Mylène Farmer,200,1961-09-12
nm0001724,Tony Shalhoub,178,1953-10-09
nm0267940,Neusa Maria Faro,,1945-02-18
nm0001731,Sam Shepard,188,1943-11-05
nm0268107,Daniel Farrands,,1969-09-03
nm0001732,Cybill Shepherd,173,1950-02-18
nm0268999,Philippe Faucon,,1958
nm0001735,Talia Shire,163,1946-04-25
nm0269463,Jon Favreau,200,1966-10-19
nm0001736,Pauly Shore,171,1968-02-01
nm0270099,Alessio Maria Federici,,
nm0001737,Martin Short,169,1950-03-26
nm0270263,Brian Fee,,
nm0001738,Jonathan Silverman,184,1966-08-05
nm0271426,Uwe Fellensiek,200,1955-08-30
nm0001744,Tom Sizemore,180,1961-11-29
nm0271815,Xiaogang Feng,,1958
nm0001745,Stellan Skarsgård,191,1951-06-13
nm0272252,Peter Ferdinando,,
nm0001748,Kurtwood Smith,185,1943-07-03
nm0272581,Rebecca Ferguson,200,1983-10-19
nm0001749,Maggie Smith,165,1934-12-28
nm0274574,José Luis Ferrer,,
nm0001752,Steven Soderbergh,183,1963-01-14
nm0274842,Chad Ferrin,200,1973-03-23
nm0001753,P.J. Soles,165,1950-07-17
nm0274958,Anthony Ferro,200,
nm0001757,Kevin Sorbo,191,1958-09-24
nm0276466,Jacques Fieschi,,1948
nm0001758,Timothy Spall,173,1957-02-27
nm0277229,Hélène Fillières,,1972-05-01
nm0001764,John Stamos,183,1963-08-19
nm0278304,Jennifer Finnigan,200,1979-08-22
nm0278803,Pernille Fischer Christensen,,1969-12-24
nm0001767,Imelda Staunton,152,1956-01-09
nm0279010,Karl Fischer,200,1956-12-08
nm0280081,Grégory Fitoussi,200,1976-08-13
nm0001782,Susan Strasberg,154,1938-05-22
nm0282708,Isaac Florentine,,
nm0001785,Kristy Swanson,168,1969-12-19
nm0283492,Jerome Flynn,200,1963-03-16
nm0001786,George Takei,168,1937-04-20
nm0283844,Peter Schønau Fog,,1971-04-20
nm0001787,Jeffrey Tambor,185,1944-07-08
nm0284649,António Fonseca,,1958-10-14
nm0001789,Andrei Tarkovsky,171,1932-04-04
nm0284869,Élodie Fontan,200,1987-07-09
nm0001796,Richard Thomas,174,1951-06-13
nm0285109,Ary Fontoura,,1933-01-27
nm0001803,Danny Trejo,167,1944-05-16
nm0285779,Maxim Ford,,
nm0001804,Stanley Tucci,172,1960-11-11
nm0287082,Abe Forsythe,,1981-07-26
nm0001806,John Turturro,184,1957-02-28
nm0290556,James Franco,200,1978-04-19
nm0001815,Jim Varney,185,1949-06-15
nm0293299,Ben Freeman,200,1980-04-08
nm0001826,M. Emmet Walsh,178,1935-03-22
nm0293509,Martin Freeman,200,1971-09-08
nm0001828,Melora Walters,157,1960-10-21
nm0293822,Craig Freimond,,
nm0001832,Sam Waterston,185,1940-11-15
nm0293981,Alisa Freyndlikh,,1934-12-08
nm0001833,Emily Watson,173,1967-01-14
nm0295393,Vladimir Friedman,,1959-06-20
nm0001837,Peter Weir,,1944-08-21
nm0295429,Georg Friedrich,200,1966-10-31
nm0295642,Collin Friesen,200,1964-08-11
nm0296440,Christian Frosch,,1966
nm0001852,Treat Williams,178,1951-12-01
nm0297983,Nobuaki Fukuda,,1950-12-18
nm0001853,Vanessa Williams,168,1963-03-18
nm0298055,Katsuo Fukuzawa,,
nm0298640,Kim-Fung Cheng,,
nm0001864,Noah Wyle,185,1971-06-04
nm0298691,Stephen Fung,200,1974-08-09
nm0001874,Franco Zeffirelli,188,1923-02-12
nm0299923,Richard Gabai,,1964-02-14
nm0001878,David Zucker,,1947-10-16
nm0300712,Jim Gaffigan,200,1966-07-07
nm0001879,Daphne Zuniga,173,1962-10-28
nm0301222,Vikram Gaikwad,,
nm0001882,Olivia d Abo,165,1969-01-22
nm0301382,Herbert W. Gains,,
nm0001883,Jenna von Oÿ,152,1977-05-02
nm0302547,James Gallanders,,1970-02-09
nm0001884,Max von Sydow,193,1929-04-10
nm0303797,Ken Gamble,200,
nm0001885,Lars von Trier,170,1956-04-30
nm0304097,Roman Gancarczyk,,1964-03-17
nm0001893,John Archer,183,1915-05-08
nm0304580,Robert Gant,,1968-07-13
nm0001922,Jean-Pierre Aumont,183,1911-01-05
nm0304599,Leif Gantvoort,200,1972-04-08
nm0001929,Josiane Balasko,160,1950-04-15
nm0305368,Nicole Garcia,,1946-04-22
nm0001938,Richard Belzer,185,1944-08-04
nm0307364,Maria Gargiulo,,
nm0001950,Steve Bisley,174,1951-12-26
nm0307430,Emmanuel Garijo,,
nm0001953,Moritz Bleibtreu,173,1971-08-13
nm0307981,Charles Garrad,,
nm0001961,Ray Bolger,179,1904-01-10
nm0308039,Louis Garrel,200,1983-06-14
nm0001965,Élodie Bouchez,,1973-04-05
nm0308520,Matteo Garrone,,1968-10-15
nm0001970,Klaus Maria Brandauer,175,1943-06-22
nm0309575,Jon-Paul Gates,,
nm0309693,Mark Gatiss,200,1966-10-17
nm0001975,Roscoe Lee Browne,,1922-05-02
nm0309996,Émile Gaudreault,,1964
nm0001978,Emma Bunton,157,1976-01-21
nm0310615,Romain Gavras,,
nm0001982,Sebastian Cabot,173,1918-07-06
nm0310865,Julie Gayet,,1972-06-03
nm0310966,Ari Graynor,200,1983-04-27
nm0001993,Vincent Cassel,187,1966-11-23
nm0311215,Juan Gea,,
nm0001994,Michael Caton-Jones,,1957-10-15
nm0312822,Le Geng,200,1974-11-18
nm0001995,George Chakiris,180,1934-09-16
nm0313623,Terry George,,1952-12-20
nm0002003,David Chokachi,180,1968-01-16
nm0313652,Pablo Giorgelli,,1967
nm0314358,Claudia Gerini,200,1971-12-18
nm0002010,Christian Clavier,168,1952-05-06
nm0314611,Tygo Gernandt,200,1974-04-07
nm0002012,Randall  Tex  Cobb,191,1950-05-07
nm0315536,Soraya Ghasemi,,
nm0002016,William Conrad,171,1920-09-27
nm0315767,Massimo Ghini,,1954-10-12
nm0002018,Tom Conti,180,1941-11-22
nm0316199,Claudio Giangreco,,
nm0002020,Costa-Gavras,,1933-02-12
nm0317834,Mateo Gil,,1972-09-23
nm0002023,Matt Craven,178,1956-11-10
nm0318821,Aidan Gillen,200,1968-04-24
