movie_id,avg_rating,total_votes
tt3745558,3.5,102
tt3746824,5.8,2462
tt3750238,3.5,454
tt3750872,7.2,28770
tt3752610,4.3,142
tt3754662,2.8,201
tt3756046,6.7,612
tt3758162,4.5,1877
tt3758172,6.7,38439
tt3758708,6.4,3078
tt3758852,4.5,1736
tt3759298,6.7,4470
tt3759912,3.2,249
tt3760974,5.5,127
tt3763748,3.5,200
tt3764198,6.6,327
tt3766354,6.7,108774
tt3766382,3,549
tt3767278,5.9,1196
tt3769038,2.8,133
tt3771792,6.4,565
tt3776518,6.7,186
tt3778010,4.6,2790
tt3778354,6.1,125
tt3778644,6.9,242506
tt3783958,8,453695
tt3784042,6,744
tt3784652,4.8,1245
tt3786198,3.5,104
tt3787068,2.9,235
tt3794028,6.7,4773
tt3794392,4.2,310
tt3796876,4.1,241
tt3799232,6.1,48926
tt3804448,2.5,100
tt3808102,2.9,553
tt3809276,5.1,675
tt3809960,2.7,221
tt3810810,6.6,587
tt3811244,4.4,472
tt3813094,2.6,289
tt3813334,4.6,100
tt3814808,6.5,1122
tt3815424,7,419
tt3823098,6.5,1118
tt3823392,7.4,1054
tt3823672,5,289
tt3829266,5.4,103946
tt3829276,4.1,201
tt3829378,5.8,4253
tt3829920,7.7,49159
tt3830302,2.5,105
tt3831344,6.1,1703
tt3831636,3.3,465
tt3832126,4.9,449
tt3832326,5.4,118
tt3837842,6.2,121
tt3838034,5.1,1085
tt3838802,6.1,175
tt3839880,6.2,6809
tt3841424,7.8,29791
tt3843748,6.5,357
tt3844638,5.7,244
tt3844876,5.8,1879
tt3844962,4.7,678
tt3847642,4.1,670
tt3848072,5.2,257
tt3848600,3.9,108
tt3852028,4.3,112
tt3853830,5.8,617
tt3858454,5,131
tt3859272,6,7389
tt3859310,5.7,8068
tt3859872,4.9,161
tt3860916,6.3,29727
tt3861144,6.8,394
tt3861390,6.3,49317
tt3863542,5.8,213
tt3863632,6.5,598
tt3864056,6.3,4227
tt3864934,5.7,339
tt3866526,6.4,135
tt3867396,2.9,219
tt3867816,6.7,136
tt3868240,4.8,325
tt3874544,6.3,97886
tt3876382,5.9,310
tt3877344,4.7,245
tt3879200,7.7,1400
tt3881026,4.7,1425
tt3881784,6.9,35661
tt3884282,4,133
tt3886604,5.6,655
tt3887158,4.5,102
tt3889156,6.4,917
tt3890160,7.6,386985
tt3891338,4,286
tt3891538,5.2,1431
tt3892172,7.2,38234
tt3893280,5.3,2411
tt3894958,6.1,453
tt3895908,3.6,199
tt3896102,6.1,2291
tt3896198,7.6,510984
tt3896738,6.5,8734
tt3899154,5.9,1073
tt3901826,7.7,15521
tt3901944,4.6,472
tt3904278,5.8,3340
tt3905764,5.3,3666
tt3906082,6.4,10040
tt3907284,2.7,120
tt3908142,6.2,10350
tt3908826,6.3,509
tt3910416,7.9,834
tt3910736,4,2322
tt3912672,3.3,216
tt3914332,6.2,1744
tt3914450,4.5,161
tt3915560,3.5,148
tt3917254,2.9,236
tt3919234,4.7,140
tt3920820,6.6,841
tt3920890,5.9,390
tt3922818,6.4,43268
tt3923004,3.7,1719
tt3924262,4.9,113
tt3924774,3.8,139
tt3945864,7.2,936
tt3946960,6.4,159
tt3948764,5.6,110
tt3949996,5.5,323
tt3950032,6.2,175
tt3951206,5.1,256
tt3951908,7.7,323
tt3954646,4.7,847
tt3954660,6.6,4968
tt3954876,5.4,335
tt3956336,5,253
tt3960240,5.8,3237
tt3962184,7.2,1969
tt3962984,6.6,839
tt3967508,5.1,239
tt3967826,7.1,205
tt3967856,7.3,77910
tt3967878,6,2896
tt3969208,5,130
tt3973012,5.5,513
tt3974320,4.3,230
tt3980372,3.1,121
tt3983902,3.6,378
tt3984432,3.1,247
tt3985430,6.5,381
tt3986820,6.5,24816
tt3990782,6.1,232
tt3996396,8.4,3061
tt4002210,4.2,149
tt4003070,7.8,2277
tt4003440,6.8,43881
tt4004084,4.6,314
tt4006302,5.9,3394
tt4007618,4.2,126
tt4008566,4.5,1340
tt4010848,4.1,196
tt4012424,7.3,1347
tt4015500,7.3,12185
tt4015930,3.6,163
tt4016934,8.1,86542
tt4019346,4.6,117
tt4022758,3.6,275
tt4026044,6.1,291
tt4029356,5.9,866
tt4030600,4.3,18880
tt4031126,6.4,1393
tt4034228,7.8,221835
tt4034390,4.7,274
tt4035304,5.7,196
tt4037876,6.5,114
tt4041476,4.2,256
tt4042818,6.1,2786
tt4044896,3.2,588
tt4045894,5,1044
tt4047846,7.2,844
tt4048272,7.4,39524
tt4054008,4.2,285
tt4058012,6.5,737
tt4058836,2.4,1307
tt4059652,6.4,203
tt4060006,5.5,611
tt4060544,3.3,113
tt4061944,6.6,272
tt4062896,5.3,184
tt4064912,4.7,174
tt4065552,7.8,7065
tt4066836,5.7,544
tt4067062,5.6,307
tt4068576,7.2,5328
tt4068586,5.2,164
tt4072296,4.4,176
tt4073304,7.1,414
tt4073682,6.1,1115
tt4073790,5.7,24366
tt4074928,5.9,4519
tt4076926,4.4,1535
tt4078162,5,110
tt4080400,5.7,117
tt4080728,7.7,41219
tt4080956,6.9,16526
tt4081012,4.3,297
tt4082314,4.3,147
tt4082644,3.9,462
tt4086018,5.6,1744
tt4102722,5.4,1876
tt4103470,5.8,916
tt4103724,6.7,11822
tt4105584,4,1148
tt4106376,5.4,7672
tt4109632,6.4,231
tt4110388,5.3,2242
tt4111826,4.7,238
tt4111956,7.6,545
tt4113346,3.3,144
tt4114302,5.6,176
tt4116284,7.3,121091
tt4117326,5.8,310
tt4119054,6.4,265
tt4119208,7.3,264
tt4121610,7,669
tt4123430,6.6,185607
tt4123650,5.8,1366
tt4125372,5.4,255
tt4125654,4.6,225
tt4126394,5.5,2602
tt4126434,6,829
tt4126476,5.4,20927
tt4126568,4.1,3356
tt4126694,5.8,1756
tt4129428,6.4,8169
tt4129802,6.4,141
tt4130484,5.2,4966
tt4131496,5.8,10135
tt4131800,6.1,5410
tt4132190,4.1,197
tt4134826,2.7,169
tt4135326,6,228
tt4136828,5.3,406
tt4137714,7.3,173
tt4138254,4.6,137
tt4139588,6.3,62076
tt4142394,3.2,357
tt4144332,6.1,1402
tt4144350,6.3,2076
tt4147596,4.2,170
tt4153828,5.3,305
tt4154664,6.9,373284
tt4154756,8.5,725138
tt4154796,8.5,602792
tt4154916,5.5,23778
tt4155534,5.4,459
tt4156972,6.2,2394
tt4157144,6.9,103
tt4157510,6.8,397
tt4157728,6.8,6866
tt4158096,6.4,37496
tt4158594,5.1,1896
tt4160706,4.6,493
tt4161376,7.5,331
tt4162860,3.9,138
tt4168280,4.8,161
tt4169146,7.1,489
tt4172498,4.9,177
tt4172510,4.2,322
tt4173170,7.2,1734
tt4173306,3.4,250
tt4177018,5.7,316
tt4177498,3.4,320
tt4177856,5,360
tt4180286,4.1,441
tt4180556,4.5,592
tt4180560,6,7204
tt4181270,6.6,402
tt4181782,5.1,6298
tt4183200,7.4,118
tt4184744,5.7,225
tt4185370,5.1,649
tt4185566,5.5,823
tt4188436,5.2,1046
tt4191486,4.9,114
tt4191702,6.1,5269
tt4197474,6.1,111
tt4199898,4.6,828
tt4202970,3.6,495
tt4207196,3.7,270
tt4209174,5.4,1402
tt4209590,3.4,454
tt4210112,6.8,146
tt4211312,5.8,4310
tt4215674,3.6,189
tt4217392,5.2,7981
tt4217878,6.6,326
tt4218572,6.9,72726
tt4218696,6.2,21250
tt4218998,2.9,257
tt4224754,4.7,324
tt4225092,2.8,171
tt4225622,6.3,50838
tt4227282,3.4,1989
tt4229578,5,237
tt4229864,4.6,228
tt4230078,4.6,222
tt4231502,4.5,208
tt4232066,7.1,564
tt4232130,5.8,102
tt4238858,6.7,4124
tt4242100,5.6,890
tt4244998,6.7,46498
tt4247440,2,232
tt4249580,5.2,461
tt4250438,4.8,429
tt4255304,5.8,26652
tt4263780,4.4,331
tt4264610,4.9,144
tt4264716,5.4,146
tt4266076,6,7098
tt4268054,6.6,104
tt4269118,5.3,1606
tt4274656,4.7,294
tt4274788,2.4,200
tt4276820,7.2,103496
tt4279116,4,1118
tt4280540,2.7,177
tt4281724,5.6,10602
tt4282872,4.8,3549
tt4283414,5.7,696
tt4286760,4,144
tt4287234,4.2,386
tt4287320,5.3,75457
tt4287470,5.5,961
tt4287778,4.4,196
tt4288674,4.2,1018
tt4289062,5,1095
tt4290974,2.6,979
tt4291116,5.8,118
tt4291600,6.8,16093
tt4294586,9.4,357
tt4294968,6.2,277
tt4294970,4.8,141
tt4295258,5,360
tt4299300,7.1,3795
tt4300776,6.1,191
tt4303202,7.2,1623
tt4305148,6.3,3478
tt4312842,2.6,134
tt4313982,6.3,324
tt4314716,3.2,1286
tt4323568,5.3,213
tt4328934,7.5,1164
tt4329098,5,884
tt4332232,6.3,28865
tt4334266,5.3,22370
tt4334642,5.8,1072
tt4335954,5.5,215
tt4340072,3.2,167
tt4347994,3.1,125
tt4348012,6.3,12938
tt4351548,6.9,6150
tt4353250,7.4,5279
tt4356480,6.2,3447
tt4357394,5.8,22128
tt4357714,3.9,289
tt4360094,8.8,1270
tt4360924,4.4,220
tt4361376,5.2,126
tt4363990,3.3,304
tt4364194,7.8,14257
tt4365566,4.7,3656
tt4367350,4.1,164
tt4369136,3.7,259
tt4371680,6.2,100
tt4372084,6.4,911
tt4372390,6.2,4821
tt4372736,7.2,155
tt4373956,6.5,1558
tt4374286,5.9,933
tt4374864,6.2,354
tt4375268,4.1,1302
tt4379536,6.1,936
tt4382376,4.7,309
tt4385888,7.3,34032
tt4385944,4.9,415
tt4394034,3.9,160
tt4397342,6.2,741
tt4399590,4.8,1626
tt4399952,5.1,7058
tt4400994,6.2,4213
tt4401006,5.3,1806
tt4404296,5,158
tt4410000,6,1616
tt4411234,4.5,2317
tt4411596,6,16095
tt4411618,6.1,3333
tt4415410,6.2,111
tt4418152,3.3,161
tt4418398,5,829
tt4419196,5.3,1771
tt4420040,4.2,232
tt4422164,5.7,1061
tt4422796,5.5,103
tt4423778,5.2,449
tt4423984,4,405
tt4424292,3.6,259
tt4424722,3.5,648
tt4425200,7.5,320959
tt4426464,3.8,296
tt4426738,6.6,541
tt4428714,4.7,307
tt4429194,5.8,6786
tt4431632,5.2,226
tt4432006,5.9,985
tt4432980,6.4,223
tt4433360,5.5,109
tt4435082,5.9,1154
tt4441098,4.5,1265
tt4443658,6.5,23811
tt4443922,4.1,324
tt4443974,4.2,236
tt4444438,6.6,1825
tt4444732,3.9,104
tt4444798,5.8,902
tt4444956,6.5,3541
tt4445490,6.5,312
tt4446472,6.1,1476
tt4447090,4.1,390
tt4450562,2.6,134
tt4451006,3.7,266
tt4453756,4.5,421
tt4454078,3.6,619
tt4454834,2.8,173
tt4457344,6.2,4544
tt4457678,5.7,2790
tt4459156,6.9,1504
tt4460122,4.7,102
tt4460624,5.5,254
tt4460854,5.1,902
tt4461676,6.4,291
tt4462372,5.5,912
tt4463816,5.3,15863
tt4463894,6.4,32205
tt4464270,5.6,115
tt4464394,4.1,1963
tt4465438,3.1,184
tt4465564,4.6,84408
tt4465572,6.7,1427
tt4466358,7.1,185
tt4466648,6.3,812
tt4466894,5.5,2071
tt4467176,5.8,725
tt4467194,6,317
tt4468634,6.3,10664
tt4468740,7.8,49709
tt4469518,3.2,817
tt4470288,6.4,2506
tt4473054,5.5,527
tt4473378,6.4,505
tt4477292,5.1,633
tt4477536,4.5,46819
tt4480398,3.7,1203
tt4481066,7.2,3159
tt4481414,7.6,87104
tt4481514,5.6,35853
tt4482572,3,708
tt4482858,6.5,391
tt4485806,4.3,534
tt4486838,6.7,147
tt4486986,5.3,9218
tt4488744,7.2,339
tt4488840,4,259
tt4489562,6.3,242
tt4490220,4,112
tt4494094,4.3,139
tt4494230,6.2,215
tt4494382,5.2,697
tt4494718,6.2,4196
tt4497686,5.4,350
tt4497978,5.5,101
tt4498604,5,326
tt4498760,3.5,247
tt4499228,5,1361
tt4500214,4.7,201
tt4500922,6.2,97021
tt4504044,5.9,16604
tt4505994,4.1,113
tt4511200,6.6,5058
tt4513316,6.6,3294
tt4513538,4.6,476
tt4514646,5.5,275
tt4516162,7.1,776
tt4516352,5.5,1497
tt4517450,5.8,136
tt4518260,5.2,1191
tt4518962,3.9,647
tt4519400,3.2,830
tt4519488,8.7,1201
tt4520518,4.8,516
tt4520924,6.4,323
tt4520988,6.8,707
tt4522922,4.8,179
tt4523910,7,754
tt4524418,4.3,1034
tt4524678,7.2,598
tt4526136,4.8,362
tt4526372,3.5,335
tt4529162,5.4,208
tt4530422,6.6,67871
tt4532826,5.3,52585
tt4536768,5.6,6637
tt4537888,4.4,2478
tt4537896,6.4,20006
tt4537986,5.2,2287
tt4538294,3.6,251
tt4538632,1.2,114
tt4538670,6.5,351
tt4538916,6.7,4477
tt4539140,6.5,154
tt4540384,7.3,657
tt4540710,7.5,55591
tt4542726,3.2,368
tt4544008,5.3,454
tt4544696,4.4,893
tt4547194,6.2,24859
tt4547938,6.7,1062
tt4551318,7,1386
tt4552486,3.9,291
tt4552546,7.1,288
tt4552700,6.3,111
tt4554186,3.7,162
tt4554212,6.1,688
tt4555426,7.4,145653
tt4556370,4,2814
tt4557208,3.7,1802
tt4557956,5.7,2330
tt4558200,5.9,275
tt4560008,6.9,7353
tt4560436,6.1,54640
tt4560926,3.4,115
tt4565520,4.7,11068
tt4566780,3.1,251
tt4567320,3.6,142
tt4568478,6.5,469
tt4572116,3.6,117
tt4572514,7.4,79226
tt4572700,3.3,136
tt4572792,6.6,21142
tt4572984,6.5,265
tt4573516,5.9,7304
tt4574654,4.5,1056
tt4575328,4.6,6578
tt4575576,7.3,58809
tt4575930,6.4,920
tt4578050,5.9,244
tt4578118,4.8,5585
tt4578598,3,180
tt4578910,5.9,129
tt4580550,4.4,666
tt4581576,5.7,18933
tt4584718,5.6,210
tt4586626,2.4,1538
tt4587656,6.1,5448
tt4587780,6.4,1216
tt4588594,3.8,381
tt4590092,4.3,430
tt4591840,5.3,773
tt4594286,5.8,748
tt4594836,5.8,3129
tt4595882,7.1,36678
tt4599584,5.3,151
tt4600952,4,10328
tt4601504,6,373
tt4602066,6.2,5621
tt4602074,4.1,271
tt4602554,4.1,510
tt4603640,7.3,217
tt4607722,5.8,2067
tt4607748,4.9,133
tt4610378,6.9,5731
tt4614304,5.8,232
tt4614612,6.4,2815
tt4614936,4.5,329
tt4615318,4.6,187
tt4621100,8.7,271
tt4622512,6.7,45319
tt4622682,5.8,880
tt4623856,5.7,944
tt4624204,7.3,166
tt4624724,3.5,148
tt4625324,3.8,152
tt4625334,5.4,727
tt4627352,6.8,2171
tt4630466,3.9,107
tt4630562,6.7,188194
tt4631048,6.8,1131
tt4631100,5.6,141
tt4633690,7.3,62007
tt4633694,8.4,275653
tt4637598,6,679
tt4637878,5.3,409
tt4638148,5.4,1678
tt4642192,7.1,1468
tt4643048,4.9,114
tt4645330,6.7,17227
tt4645368,6.9,18698
tt4648786,6.5,2622
tt4649466,6.8,242760
tt4650624,4.4,119
tt4652380,5.9,176
tt4652650,6.7,9016
tt4653492,6.8,517
tt4653808,5.3,121
tt4653818,3.7,178
tt4653950,5.3,328
tt4654016,5,201
tt4654472,7.4,119
tt4655630,3.6,722
tt4656810,2.2,244
tt4659710,6.2,247
tt4660172,5.3,388
tt4661276,3.8,131
tt4661680,3.6,593
tt4662396,8.8,2582
tt4662420,5.7,5476
tt4663284,5.9,149
tt4663548,6,1353
tt4664244,7.1,368
tt4666726,6.9,11766
tt4669264,6.4,16129
tt4669278,3.6,1373
tt4669296,6.5,8398
tt4669788,6.9,16037
tt4669986,7,28970
tt4670016,4.5,2940
tt4671002,6.2,3514
tt4673790,6.1,441
tt4675370,5.7,106
tt4675986,6.9,135
tt4677924,4.2,1309
tt4678184,3.8,716
tt4679144,7,209
tt4680182,6.2,53425
tt4680368,4.1,177
tt4680980,5.3,5083
tt4681454,5.7,336
tt4682136,5.8,2364
tt4682780,5.5,2426
tt4682788,6.3,15327
tt4682804,4.5,733
tt4685428,6,2327
tt4685636,4.7,218
tt4685806,4.7,5908
tt4685940,4.2,558
tt4686108,5.4,736
tt4686844,7.2,68591
tt4686862,5.6,2512
tt4687108,5.5,27864
tt4687410,6,855
tt4688294,4,304
tt4688446,8.1,314
tt4693358,6.3,11896
tt4693612,6.4,2231
tt4694366,4.6,284
tt4694544,5.3,15450
tt4694546,2.9,101
tt4695012,6.2,72474
tt4695098,4.7,2057
tt4696310,5.6,677
tt4697228,4,271
tt4699202,6.6,1321
tt4700872,3.1,117
tt4701182,6.8,110781
tt4701724,6.1,16926
tt4701906,5.9,109
tt4701908,6,224
tt4702346,7.4,1535
tt4702752,6.5,298
tt4702826,5.7,2409
tt4703048,6.2,15280
tt4703182,4.8,350
tt4705740,5.6,936
tt4707274,5.7,382
tt4708300,3.5,246
tt4711924,4.7,1553
tt4712076,6,1647
tt4712086,4.9,237
tt4712516,4.5,160
tt4712754,4.8,308
tt4714454,6.9,316
tt4714710,4.6,137
tt4714782,6.1,32314
tt4715356,5.5,2273
tt4717208,3.8,319
tt4717402,6.7,2159
tt4717422,6.8,847
tt4717644,6.9,280
tt4720596,5,1489
tt4720702,5.2,8099
tt4721124,6.8,9159
tt4721404,5.2,812
tt4723718,6,193
tt4723724,5.6,386
tt4725842,3.8,1581
tt4726636,6,3772
tt4726988,5.4,524
tt4727128,5.7,143
tt4728386,5.8,6655
tt4729426,5.4,128
tt4729430,8.5,4616
tt4729560,5.5,1030
tt4729642,4.2,166
tt4729790,4.4,276
tt4729896,6.8,1396
tt4730224,8.5,2333
tt4730706,4.6,802
tt4731132,5.7,173
tt4731136,6.4,73584
tt4731148,5.5,8115
tt4733620,6.1,238
tt4733640,6.3,15549
tt4736486,6.9,472
tt4737772,5.8,566
tt4738174,6.6,3388
tt4738626,3,129
tt4738776,4.6,980
tt4738912,4.6,126
tt4741376,5.9,243
tt4741768,4.1,1628
tt4743226,3.2,2893
tt4746102,5,718
tt4746216,8.4,150
tt4746516,6.1,677
tt4747380,6.8,135
tt4758646,6,36815
tt4761916,5.9,16533
tt4762592,4.4,459
tt4762758,3.9,364
tt4762824,5.5,3054
tt4763340,3.6,209
tt4764490,4.7,184
tt4765240,5.6,3869
tt4765284,5.8,48375
tt4765610,3.4,115
tt4765862,5.2,344
tt4765870,3.6,283
tt4766630,6.7,1466
tt4768160,5.4,137
tt4768586,7,436
tt4769214,5.7,937
tt4772856,4.7,109
tt4773054,6.7,114
tt4773438,5.6,271
tt4776998,5.9,165265
tt4777004,4.3,142
tt4777008,7,24736
tt4778424,6,189
tt4778988,6.5,4823
tt4779026,5.3,540
tt4779344,4.8,157
tt4779682,5.7,126654
tt4780578,4.4,401
tt4782322,3,191
tt4786132,5.7,1512
tt4788736,3.7,352
tt4788744,4.1,198
tt4789822,5.3,763
tt4791276,6.3,881
tt4792524,4.4,607
tt4795022,5.8,787
tt4795124,5.9,12371
tt4795730,4.7,151
tt4797160,3.4,787
tt4797490,2,149
tt4799050,5.2,41715
tt4799064,6.3,9563
tt4799066,6.6,18249
tt4801232,6.2,1645
tt4801456,3.1,127
tt4805316,6.1,12070
tt4807272,5.2,1610
tt4807408,7,4655
tt4807830,6.8,5591
tt4807950,4.4,1227
tt4810964,6.2,128
tt4813254,5.2,359
tt4814760,5.6,5725
tt4815122,6.5,11155
tt4817466,4.8,122
tt4818776,7,856
tt4820162,6.4,266
tt4823122,5.1,137
tt4823434,7.1,2322
tt4823538,4.7,537
tt4824256,6.5,458
tt4824316,3.3,378
tt4826674,6.6,1197
tt4827442,2.3,110
tt4827558,5.9,18063
tt4827878,5.1,645
tt4827922,5.3,485
tt4827986,6.3,5203
tt4828304,6,133
tt4828330,3.2,302
tt4830786,7.2,3354
tt4832248,5.2,216
tt4834220,6.5,1801
tt4834712,7.4,156
tt4835676,5.9,110
tt4835698,5.8,111
tt4835894,5.8,740
tt4836110,7.5,1081
tt4836580,3.4,178
tt4837074,1,143
tt4838248,6.9,488
tt4838534,6.2,1465
tt4839118,2.1,221
tt4839414,3.3,231
tt4839458,6.6,120
tt4842646,6.1,3853
tt4843208,4.6,160
tt4843344,5.9,1133
tt4843618,6.4,136
tt4844140,6.5,110
tt4844148,6.5,2472
tt4846232,7.3,58001
tt4846340,7.8,177833
tt4847454,4,221
tt4848010,6,216
tt4849438,8.2,68171
tt4851570,5.2,209
tt4857264,8.1,93696
tt4857496,6.5,170
tt4857806,4.2,181
tt4859168,7,5980
tt4862190,8.3,123
tt4862506,5.1,656
tt4864624,5.6,1308
tt4866214,3,180
tt4866448,5.7,2568
tt4866768,3.5,242
tt4867110,3.8,7658
tt4872260,3.9,141
tt4874350,7.8,1298
tt4874812,5.3,108
tt4875962,4.7,242
tt4876524,4.8,127
tt4876952,4.7,1334
tt4877122,3.2,50616
tt4877606,4.6,576
tt4880630,6.7,252
tt4881362,8.3,2122
tt4881364,5.9,4306
tt4881430,6.4,1532
tt4881806,6.2,233261
tt4882376,7.2,11565
tt4882548,6.7,782
tt4882708,6.9,165
tt4886942,7.3,362
tt4894198,3,140
tt4895628,6.6,353
tt4895668,7.1,1366
tt4895790,6.8,147
tt4897358,5.6,1287
tt4897596,9.2,272
tt4898602,6.4,286
tt4898730,3.6,3613
tt4899370,7.1,19834
tt4902260,4.9,656
tt4902904,6.1,1611
tt4906164,4.8,364
tt4906960,4.9,3935
tt4908174,5.1,141
tt4909602,3.9,163
tt4909752,5.7,3394
tt4910232,4.7,187
tt4911288,4.3,198
tt4912622,7,282
tt4912910,7.8,251993
tt4913966,5.4,26206
tt4915672,4.5,2824
tt4916744,5.3,267
tt4917224,4.1,2819
tt4919240,6.5,202
tt4921370,2,679
tt4922008,7.1,110
tt4922524,5.6,117
tt4922674,6.4,104
tt4924632,4.2,304
tt4924942,6.3,6650
tt4925292,7.4,189351
tt4925340,6.5,215
tt4927984,5.9,193
tt4928814,6.4,1175
tt4929720,5.8,1423
tt4932388,6.1,808
tt4933410,5,115
tt4935190,6.1,154
tt4935746,5.7,210
tt4936122,6.7,290
tt4936450,7.3,10796
tt4937114,4.6,2259
tt4940416,5.7,2589
tt4942270,5.2,555
tt4942478,3.1,352
tt4943218,5.2,1295
tt4943322,6.6,23112
tt4943620,4,129
tt4943706,5.8,345
tt4946006,4.9,118
tt4948838,5.5,426
tt4949112,6,1805
tt4949288,7.5,195
tt4949290,3.8,1227
tt4949324,6.9,1370
tt4950192,6.7,373
tt4951982,6.5,10789
tt4952044,5.5,504
tt4952054,4.7,265
tt4954522,7,52472
tt4955566,5.9,3085
tt4956376,7.6,179
tt4957446,7.5,670
tt4958448,7,3722
tt4959440,5,685
tt4960764,4.2,457
tt4961380,5,7837
tt4964310,7.4,4758
tt4964788,7,22545
tt4965146,3.3,207
tt4966046,4.3,1839
tt4966532,6.2,3819
tt4966878,6,173
tt4967220,6.3,667
tt4968782,4,150
tt4969672,2.9,701
tt4971258,4.4,295
tt4971344,7,40159
tt4971346,4,195
tt4971408,4.7,5718
tt4972582,7.3,380684
tt4974254,6.5,1063
tt4974616,6.7,544
tt4974778,5.2,3633
tt4975280,7,4828
tt4975722,7.4,238659
tt4975920,5.9,4177
tt4976192,4.4,5864
tt4978404,5.8,390
tt4978710,6.3,4972
tt4979110,5.1,206
tt4980154,1.7,137
tt4981292,3.1,105
tt4981752,6.1,106
tt4985848,5.2,2708
tt4985854,6.8,168
tt4985906,4.6,230
tt4986098,4.8,25110
tt4986134,6.6,6885
tt4986754,5,1112
tt4986830,1,476
tt4990516,7.8,928
tt4991112,4.2,861
tt4991512,6.5,3671
tt4991786,6.4,179
tt4992060,3.7,1017
tt4994564,5.2,301
tt4994992,2.8,214
tt4995776,6.5,16069
tt4995790,7.2,46594
tt4997036,8,131
tt4998222,5.9,285
tt5000698,5,315
tt5001426,3.6,266
tt5001456,3.3,241
tt5001718,6.4,28800
tt5001754,6.1,24473
tt5002444,4.3,176
tt5002838,3.6,113
tt5003186,5.6,1231
tt5004420,4.9,316
tt5004766,7.3,1645
tt5007434,7.5,969
tt5008256,8.8,126
tt5009286,5.4,903
tt5010982,4.5,282
tt5011848,3.4,413
tt5013008,4.2,507
tt5013056,7.9,487517
tt5013782,4.5,106
tt5016946,7.1,8601
tt5017936,6.1,4474
tt5020726,7.2,126
tt5022560,5.1,300
tt5023260,6.6,6615
tt5025550,5.9,263
tt5027116,5.4,157
tt5027162,7.2,748
tt5027724,4.8,176
tt5027774,8.2,367832
tt5028340,6.8,63260
tt5028598,4.9,174
tt5029208,6.3,713
tt5029220,5.8,374
tt5029608,7.5,11204
tt5029642,5.7,539
tt5029776,5.6,308
tt5030402,5.9,1312
tt5031108,3.7,300
tt5031658,4.3,711
tt5032468,4.3,251
tt5033018,5.5,156
tt5033290,5.3,1558
tt5034090,6.8,161
tt5034122,5.2,796
tt5034212,4.2,453
tt5034266,6.9,9194
tt5034474,4.6,6000
tt5037626,6.6,486
tt5037840,3.7,3265
tt5039088,6,3088
tt5039416,5.1,181
tt5039578,5.6,779
tt5039860,7,2248
tt5039994,5.7,5730
tt5040202,5.1,507
tt5041296,5.4,2741
tt5044656,4.1,1450
tt5045746,7.6,178
tt5046500,5.2,165
tt5047336,6.2,666
tt5047400,4.5,959
tt5048406,5.8,412
tt5048966,7,158
tt5050328,3.6,488
tt5050788,5.9,1832
tt5050876,6.7,965
tt5050904,6.7,603
tt5051826,3.8,321
tt5052448,7.7,429173
tt5052474,7.1,105275
tt5053156,6.6,1533
tt5056842,4.7,336
tt5057140,5.6,28760
tt5057904,6.1,209
tt5058998,6.8,127
tt5060166,5.6,2553
tt5061564,5.3,598
tt5061582,6.5,114
tt5062938,7,959
tt5065346,5.1,206
tt5065762,7.1,153
tt5066056,5,1576
tt5066598,4.9,552
tt5067958,4.8,318
tt5067984,7.9,392
tt5068162,6.2,921
tt5068650,4.8,2368
tt5068892,5.7,197
tt5069086,4.7,384
tt5069110,6.2,102
tt5069158,7.8,134
tt5070240,7.4,176
tt5072336,6,104
tt5072612,5.3,172
tt5072816,7.6,433
tt5072852,3.7,253
tt5073620,5.5,8380
tt5075584,6.8,2543
tt5075662,6.1,6881
tt5076054,5.8,473
tt5076150,4.8,124
tt5078656,5.8,158
tt5078886,4.8,1659
tt5079362,3.6,137
tt5080556,6.4,19042
tt5081304,4.4,126
tt5081606,5.9,790
tt5082418,5.3,343
tt5082662,6.8,185
tt5083366,3.6,151
tt5083738,7.6,136298
tt5084170,6.8,12919
tt5084198,8,1127
tt5085522,5.4,2816
tt5085924,5.5,9886
tt5087564,7,929
tt5087914,2.6,127
tt5088378,6.1,139
tt5088528,4.4,203
tt5089068,5.5,393
tt5089534,6.3,2261
tt5091014,6.6,2669
tt5091108,5.1,206
tt5091530,6.1,5413
tt5091612,7.3,3791
tt5092380,5.9,4149
tt5092484,5.1,549
tt5093026,7.1,38947
tt5094192,6.7,544
tt5095030,7.1,266808
tt5095830,6.3,294
tt5096846,5.7,1137
tt5096928,5.1,258
tt5097410,6.4,1432
tt5100046,6.6,193
tt5101878,5.5,260
tt5104330,5.2,245
tt5104604,7.9,117419
tt5109302,5.8,1068
tt5109784,6.6,168236
tt5110386,3.5,495
tt5110942,6.4,214
tt5111550,4.2,194
tt5111754,5.3,424
tt5112578,6.6,15240
tt5113040,6.5,30409
tt5113250,5.1,957
tt5114154,6.3,2510
tt5116504,5.1,522
tt5117372,4.8,282
tt5117428,7.2,4565
tt5117484,3.6,434
tt5117670,6.5,29748
tt5119116,5.8,6097
tt5120010,4.9,110
tt5120400,4.3,1579
tt5121816,6.3,18326
tt5122092,4.2,144
tt5125414,4.7,982
tt5125894,5.7,2247
tt5126178,3.1,293
tt5126274,6.5,519
tt5126922,6.8,7641
tt5130442,5.2,296
tt5136060,5.6,113
tt5136686,4.1,145
tt5137242,6.5,345
tt5139926,5.7,526
