movie_id,avg_rating,total_votes
tt2119532,8.1,384005
tt2119543,6,37324
tt2125650,4.6,287
tt2126357,5.8,16936
tt2139881,6.9,55118
tt2140507,6.4,6129
tt2140629,5.7,5429
tt2149360,5.8,3489
tt2150177,4.1,465
tt2155399,7.5,1397
tt2157045,3,203
tt2160105,5.8,6406
tt2170667,9.3,17407
tt2179155,4.3,136
tt2179231,7.4,3942
tt2179734,7.3,147
tt2181282,6.5,1044
tt2184233,6.3,2002
tt2186712,5.4,824
tt2195552,4.6,735
tt2196053,5.9,826
tt2197926,6.3,580
tt2198235,6.5,802
tt2201211,6.7,646
tt2226440,4.5,257
tt2226597,6.4,59744
tt2231461,6.1,123755
tt2233979,4.9,539
tt2237324,5.4,3731
tt2239822,6.5,147191
tt2241475,4.6,488
tt2243900,6,1421
tt2249081,5.9,1554
tt2250912,7.4,460468
tt2262216,7.3,110
tt2262315,6.3,14548
tt2265651,5.9,118
tt2268018,2.9,490
tt2273648,4.7,357
tt2274604,6.9,1133
tt2274648,5.2,57192
tt2275629,6.4,246
tt2275743,4.5,1519
tt2277834,5.6,939
tt2278870,3.8,856
tt2281442,1.7,160
tt2283336,5.7,74213
tt2283362,6.9,258945
tt2289098,5.6,377
tt2291540,6.2,13229
tt2293060,6.2,525
tt2293272,6.3,244
tt2296777,5.1,8730
tt2297108,3.9,952
tt2302416,7.1,314
tt2304662,5.3,345
tt2306441,3.8,108
tt2310316,7.1,610
tt2311530,8.8,256
tt2312184,6,2095
tt2315582,6.2,8215
tt2315596,6.2,8737
tt2316204,6.4,234503
tt2316479,5.5,1790
tt2324928,2.7,712
tt2328900,6.3,29603
tt2330973,4.6,363
tt2331047,6.2,13718
tt2334871,4.5,30970
tt2337841,5.4,4662
tt2338454,5.5,14711
tt2345759,5.5,160354
tt2349944,7.1,123
tt2361317,6.4,48528
tt2361746,6.4,3148
tt2368254,6.7,12288
tt2369600,4.7,623
tt2370230,6,1353
tt2371365,6.4,178
tt2372251,5.1,10094
tt2375585,3.7,385
tt2377752,5.2,412
tt2378145,4.1,702
tt2378507,7.1,25476
tt2380307,8.4,305662
tt2382622,4.5,117
tt2385752,5.9,720
tt2386237,4.7,8298
tt2386490,7.5,78711
tt2386588,6.2,132
tt2386668,3.6,149
tt2388771,6.5,49361
tt2392383,5.2,204
tt2392748,4.7,2528
tt2392830,6.4,4751
tt2395469,8.2,22593
tt2396489,6.2,634
tt2396589,7.4,35638
tt2398241,6,16323
tt2401825,6.4,763
tt2404639,6.3,3660
tt2406566,6.7,158473
tt2413516,1.6,441
tt2417712,5.8,10648
tt2421910,3.7,164
tt2425466,4.9,111
tt2429278,4.3,213
tt2435970,3.6,158
tt2445568,6,1445
tt2449638,4.1,1896
tt2463842,5.5,314
tt2476294,5.6,229
tt2481498,6.6,57454
tt2482856,2.8,116
tt2484224,4.1,600
tt2487028,3.1,758
tt2490148,3,159
tt2492344,5.8,741
tt2499472,5.6,8939
tt2501366,4.2,170
tt2515456,4.8,122
tt2516500,3.2,237
tt2516966,5.5,344
tt2520046,6,124
tt2523096,3.5,259
tt2527336,7.1,482896
tt2530316,4.5,160
tt2531334,4.3,3611
tt2531344,6.2,61096
tt2534642,5.6,115
tt2543472,8,118835
tt2548396,5.5,86802
tt2556676,4.2,171
tt2557478,5.6,94263
tt2560792,5.9,4089
tt2565974,2.4,172
tt2566644,7.1,915
tt2568862,6.6,69050
tt2570500,6.7,408
tt2575290,6,142
tt2578608,1.6,1539
tt2582498,6.2,6523
tt2582576,6.3,16105
tt2582784,6,5646
tt2585736,7.1,760
tt2586120,6.4,3375
tt2592614,5.5,77278
tt2597760,5.5,3232
tt2602338,4.6,178
tt2606314,7.5,213
tt2610248,6.7,321
tt2619512,7,2346
tt2620590,5,17377
tt2625948,3.1,137
tt2630742,5.7,211
tt2633076,5.7,2809
tt2634414,3.6,672
tt2639336,6,17432
tt2651724,2.6,151
tt2658538,5.3,586
tt2670882,6.3,916
tt2671706,7.2,89760
tt2674454,6.4,12530
tt2677064,5.9,1958
tt2677722,6.3,3498
tt2690226,6.3,461
tt2690634,6.5,837
tt2700194,3.1,143
tt2704998,6.9,174328
tt2707810,5.6,923
tt2709692,6.3,34092
tt2709962,3.9,103
tt2712758,4.5,338
tt2720826,5.4,6382
tt2721624,5.2,164
tt2728784,3.3,415
tt2736858,4.1,192
tt2737304,6.6,237846
tt2741564,4.9,385
tt2759338,3.8,253
tt2762506,8.1,4422
tt2762662,5.2,520
tt2763304,7.2,101507
tt2766104,5.2,610
tt2769828,4,1631
tt2771200,7.2,248356
tt2776878,6.5,10647
tt2782232,6,272
tt2783862,3.2,566
tt2784134,2.7,1755
tt2787302,6.7,2246
tt2789014,2.9,143
tt2794684,4.1,158
tt2798920,6.9,244403
tt2800340,6.4,3463
tt2802062,4.2,141
tt2805676,4.4,122
tt2814628,6,110
tt2822672,5.9,4190
tt2825596,5.1,131
tt2827058,3.5,161
tt2837574,6.7,32385
tt2838568,5.8,335
tt2848324,6.2,2030
tt2850480,6.2,451
tt2852500,4.6,166
tt2854926,6.5,94447
tt2866708,5.7,1014
tt2872518,6.3,27081
tt2873282,6.6,145841
tt2880664,6.3,1220
tt2898904,2.4,116
tt2901896,4.5,388
tt2905082,4.5,901
tt2909966,4.6,129
tt2913562,5.5,316
tt2917484,3.2,255
tt2920294,6.3,497
tt2923834,4.9,1408
tt2924392,5.4,2368
tt2926924,4.2,146
tt2928840,4.9,202
tt2931140,5.9,650
tt2931376,5.9,1300
tt2932536,5.6,42965
tt2935390,3.5,4184
tt2935510,7,67416
tt2935516,6.6,240
tt2936390,5.7,2041
tt2936884,6.2,2397
tt2937366,5.7,16738
tt2938464,3.9,679
tt2940482,2.8,557
tt2943946,5.3,113
tt2948160,5.2,4378
tt2948530,4.1,412
tt2955304,4.3,159
tt2957760,6.2,6081
tt2962932,8,235
tt2967226,4.4,1903
tt2967856,7.3,1052
tt2984576,3,1134
tt2989524,6.6,5639
tt2990140,7.1,36373
tt2993848,3.8,575
tt3004774,7.3,1226
tt3009772,6.3,1233
tt3011960,5.2,11405
tt3014284,6,20138
tt3021984,4.5,147
tt3024324,3.9,566
tt3026488,6.5,6961
tt3038542,3.3,121
tt3038708,5,5245
tt3044664,5.6,103
tt3053228,3.4,8852
tt3059304,4.8,187
tt3061222,5,625
tt3061594,5.8,105
tt3063364,3.3,211
tt3064338,7.3,348
tt3068544,3.4,339
tt3071192,5.3,710
tt3072732,6.2,1432
tt3074952,4.1,1140
tt3076510,5.1,361
tt3079222,5,218
tt3079568,3.4,193
tt3082826,6.2,1888
tt3086078,4.8,197
tt3092790,7.2,1092
tt3096782,5.2,372
tt3097876,6.9,117
tt3104988,6.9,112372
tt3107166,4.7,608
tt3108658,6.7,168
tt3111516,4,797
tt3113386,4.7,123
tt3113836,4.3,412
tt3115906,7,3189
tt3116438,2.5,801
tt3118920,4.9,351
tt3120280,5.9,29932
tt3121200,2.7,325
tt3122390,5.9,2296
tt3127016,4.6,326
tt3127022,6.5,9452
tt3130560,6.5,917
tt3130594,5.4,314
tt3131050,3.2,699
tt3132614,6.6,460
tt3138122,6.4,2687
tt3142428,4.2,125
tt3142468,6.3,116
tt3147410,7.3,208
tt3148552,4.3,882
tt3148978,4.3,237
tt3150966,5.3,1236
tt3151710,4.3,312
tt3155328,6.2,7223
tt3160336,4.7,277
tt3163224,3.8,755
tt3165264,2.9,157
tt3165632,3.1,1400
tt3169740,6.6,1272
tt3170458,5.5,663
tt3170972,2.7,504
tt3171832,6,17798
tt3174376,6.2,34619
tt3176980,6.3,845
tt3180402,2.9,139
tt3180548,4.6,247
tt3180912,4.8,718
tt3182620,6,3226
tt3183402,5.8,1117
tt3188492,5.9,1094
tt3194388,1.7,735
tt3197802,5.8,175
tt3198000,4.6,1432
tt3201640,5.8,39685
tt3201654,6,204
tt3201736,5.9,946
tt3203528,6.4,14980
tt3203620,4.5,6844
tt3204632,5.3,813
tt3209826,3.9,276
tt3212026,4.5,193
tt3212910,5.7,459
tt3220900,5.4,247
tt3222852,6.6,216
tt3224288,7,1616
tt3226454,4.3,223
tt3226786,6.4,1600
tt3228088,4.5,913
tt3229488,6.1,2528
tt3231390,3.6,441
tt3231734,3,508
tt3238502,3.2,669
tt3244786,6.6,1193
tt3245848,6.7,161
tt3246874,6.8,620
tt3249124,6.3,506
tt3255590,5.6,6228
tt3256226,4.7,26694
tt3257794,6.5,345
tt3259276,6,275
tt3262342,7.8,42834
tt3263306,4.7,164
tt3263946,6.8,1302
tt3266284,5.3,7105
tt3268340,6.5,1547
tt3277446,7.7,247
tt3278224,7.4,2055
tt3280262,5.2,18500
tt3281920,5.2,420
tt3282076,4.4,2470
tt3283864,6.2,1606
tt3284450,5.3,521
tt3286560,4.8,4002
tt3289080,3.4,332
tt3289724,6.1,13539
tt3289804,4.2,129
tt3289956,6.8,82923
tt3291632,2.3,203
tt3292080,6.3,409
tt3294746,6.5,1954
tt3296156,7.7,1752
tt3296908,6.4,11793
tt3297382,4.2,1115
tt3300712,3.4,180
tt3300980,7.4,14115
tt3305176,3.8,337
tt3305308,5.8,6845
tt3305388,7.3,239
tt3310896,4.9,694
tt3311020,4.7,1732
tt3312180,3.9,743
tt3313054,3.3,606
tt3313182,5.1,569
tt3313314,4,455
tt3313324,3.6,100
tt3315342,8.1,586106
tt3315656,3.5,387
tt3317158,3.1,311
tt3317234,5.4,22902
tt3319730,6,6095
tt3320500,4.1,1608
tt3321470,4.5,568
tt3322892,4.5,10233
tt3324852,7.1,460
tt3325154,6.5,128
tt3329456,5.4,181
tt3330948,5.5,613
tt3332282,3.3,196
tt3332372,7.1,200
tt3334390,3.5,136
tt3334418,5.2,1803
tt3335606,6.3,19526
tt3338188,4.6,140
tt3339376,3.7,201
tt3340446,6.9,1785
tt3342332,5.5,170
tt3343868,3.5,1313
tt3344694,6.7,5508
tt3348730,5.8,60788
tt3349578,6.2,2467
tt3350996,5,1188
tt3361792,6.8,18185
tt3362238,5,520
tt3364264,5.9,1546
tt3370702,4.4,148
tt3371366,5.2,124165
tt3373410,1.2,107
tt3378384,3.2,144
tt3385524,7.2,23783
tt3387520,6.2,32598
tt3396208,4.6,177
tt3398808,5.6,382
tt3399484,3.8,3124
tt3401174,6.5,104
tt3401392,6.2,645
tt3401882,5.6,36526
tt3401962,7.5,605
tt3402236,6.5,186410
tt3404246,5.1,1106
tt3405236,6.8,37644
tt3407614,6.6,691
tt3409848,6.7,4418
tt3411444,6.7,42476
tt3411556,8.4,362
tt3412738,6.3,735
tt3415358,5.1,318
tt3415992,5.9,744
tt3416532,7.5,73286
tt3416536,6.4,9009
tt3418064,3,212
tt3418424,5.6,548
tt3421124,4.5,1080
tt3424690,4.8,3341
tt3429340,4.5,320
tt3430548,7.3,1412
tt3436572,4,114
tt3442726,5.4,119
tt3444008,6.5,336
tt3444206,3.3,261
tt3445280,4.6,462
tt3445702,7.3,2347
tt3446330,6.7,792
tt3447876,3.7,113
tt3449006,5.1,1376
tt3449322,4.4,288
tt3449588,4.8,371
tt3450134,4.1,1623
tt3450958,7.4,209383
tt3451984,4.4,598
tt3453008,7.6,159
tt3455326,5.3,106
tt3457508,5.1,1701
tt3458254,4.4,6347
tt3458510,5.1,5457
tt3458760,5.6,1706
tt3462710,5.1,12080
tt3463106,5.5,6178
tt3465026,4.5,527
tt3466094,9.2,101
tt3467362,6.3,215
tt3469046,6.3,98947
tt3469798,5.9,5482
tt3470600,7.1,120905
tt3479530,7.5,184
tt3480662,3.2,166
tt3481634,5.2,7274
tt3482000,5.8,181
tt3486080,4.9,961
tt3486210,4.6,281
tt3486626,5.4,5121
tt3487610,6.1,1693
tt3494610,3.7,228
tt3496790,5,730
tt3497596,7.5,242
tt3499176,3.8,345
tt3499358,3.3,565
tt3499542,7.6,559
tt3501112,5.7,14114
tt3501632,7.9,518571
tt3503068,6,618
tt3503460,5.4,1867
tt3505898,8.8,276
tt3508112,6.9,1414
tt3509978,4.1,330
tt3510304,6.7,145
tt3511928,5.6,327
tt3513498,6.7,40766
tt3517306,5.4,1140
tt3517870,7.4,503
tt3517984,4.5,403
tt3520216,6.7,1532
tt3520714,5.1,451
tt3521126,7.4,118201
tt3525168,6.2,3974
tt3526622,4.1,212
tt3529344,4,325
tt3530328,4.6,608
tt3531202,5.8,3897
tt3532216,7.1,140179
tt3534294,5.8,530
tt3543918,4.9,329
tt3548028,4.5,445
tt3548276,6,466
tt3548978,5.3,186
tt3552348,5.5,183
tt3552592,2.6,135
tt3552892,3.8,1601
tt3563262,5.4,6063
tt3563342,3.9,126
tt3564122,7.6,593
tt3564472,6.2,30980
tt3565066,6.5,110
tt3567666,4.8,4019
tt3568380,4.5,143
tt3568804,6.1,416
tt3581478,4.6,511
tt3582020,6.4,2241
tt3583382,5.6,229
tt3584496,7,1696
tt3588588,3.7,2304
tt3589016,4.7,364
tt3591696,4.2,250
tt3591836,4.1,106
tt3592750,5.1,604
tt3592904,2.3,467
tt3596436,5.5,221
tt3598108,5.6,356
tt3602422,5.8,1880
tt3604156,3.5,432
tt3605266,5.5,713
tt3606752,6.7,63811
tt3606756,7.7,219133
tt3611266,5.9,2169
tt3613314,5.5,988
tt3615160,6.4,567
tt3615952,6,432
tt3616934,3.8,394
tt3619070,3.9,1017
tt3620120,4.3,200
tt3625516,3.8,552
tt3628574,4.2,603
tt3629032,2.8,226
tt3630800,4,132
tt3639656,4.3,211
tt3641502,6.3,371
tt3643544,7.2,3812
tt3645988,6.7,1572
tt3646058,6.6,198
tt3646836,4.2,279
tt3647784,2.8,195
tt3652142,6.2,816
tt3652616,5.4,561
tt3652978,2.7,173
tt3653132,6.8,125
tt3654796,6.4,14687
tt3655972,6.8,2838
tt3661570,6.4,599
tt3662308,6,907
tt3663020,6.8,386
tt3663564,6.3,640
tt3663680,3.8,111
tt3664992,5.4,489
tt3665498,5.8,3168
tt3666024,7.5,26569
tt3666492,2.6,191
tt3672120,5.3,3019
tt3673036,6.8,108
tt3674018,6.1,196
tt3679070,5.1,204
tt3680820,3.6,112
tt3684500,3.4,546
tt3685236,5.2,13695
tt3685490,3.5,113
tt3685624,4.2,771
tt3687316,5.6,1012
tt3687898,4.2,110
tt3688342,6.6,700
tt3692082,6.1,3224
tt3692652,4.6,3497
tt3693042,4.3,712
tt3695346,3.7,343
tt3696610,5.6,261
tt3699372,4.7,1258
tt3699702,5,357
tt3702088,5.9,110
tt3704298,5.5,1662
tt3704700,6.6,14020
tt3705608,5.8,393
tt3705822,5,3346
tt3707284,2.8,149
tt3707514,5.2,162
tt3709442,4.4,910
tt3709552,5.5,1336
tt3709718,5.6,802
tt3710966,5.1,330
tt3711510,5.9,3877
tt3713030,5.6,4413
tt3714492,5.8,138
tt3715296,4.9,276
tt3716530,7.1,56285
tt3717252,5.8,64734
tt3717324,3.4,784
tt3717490,5.9,95856
tt3717804,5.9,2601
tt3719158,4.9,586
tt3719948,5.3,370
tt3721112,3.1,138
tt3721954,7.6,12530
tt3721964,6.1,22919
tt3722062,5,6313
tt3722356,3.6,217
tt3722614,5.2,7215
tt3724490,5.1,940
tt3731562,6.6,248325
tt3732280,5.4,2269
tt3733068,6.3,100
tt3733098,6.7,116
tt3734354,5.4,1372
tt3737840,5.7,218
tt3739110,5.7,2724
tt3740066,6.6,716
tt3741188,4.1,197
tt3741632,6.7,5891
tt3741700,6.1,97849
tt3741834,8,189160
tt3745058,6.3,105
